age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
37,Self-Employed,Bachelors,Not-Married,Sales,Not-in-family,White,Female,None,None,60,United-States,LessThan50K
24,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
38,Private,HS-grad,Not-Married,Sales,Not-in-family,White,Male,None,None,80,United-States,LessThan50K
48,Private,Bachelors,Married,Admin,Husband,White,Male,High,None,40,United-States,GreaterThan50K
21,Private,HS-Graduate,Never-Married,Service,Not-in-family,Asian,Female,None,None,25,United-States,LessThan50K
31,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,GreaterThan50K
55,Private,HS-grad,Married,Sales,Husband,White,Male,Low,None,40,United-States,GreaterThan50K
24,Private,HS-Graduate,Married,Admin,Wife,Asian,Female,None,None,40,SE-Asia,LessThan50K
43,Private,HS-grad,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
26,Private,Associates,Never-Married,Other-Occupations,Not-in-family,White,Male,None,None,45,United-States,LessThan50K
46,Private,Associates,Never-Married,Professional,Not-in-family,White,Female,None,None,33,United-States,LessThan50K
35,Private,Associates,Married,Admin,Husband,White,Male,None,None,40,United-States,GreaterThan50K
41,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,54,United-States,GreaterThan50K
26,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
34,Private,Masters,Married,White-Collar,Husband,Asian,Male,Low,None,35,China,GreaterThan50K
36,Self-Employed,Bachelors,Not-Married,Professional,Not-in-family,Black,Female,None,None,40,United-States,GreaterThan50K
22,Private,HS-Graduate,Never-Married,Sales,Own-child,White,Male,None,None,15,United-States,LessThan50K
24,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
77,Self-Employed,HS-Graduate,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
22,Private,Dropout,Married,Blue-Collar,Other-relative,White,Female,None,None,40,Latin-America,LessThan50K
29,Private,HS-Graduate,Never-Married,Other-Occupations,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
62,Private,HS-grad,Widowed,Service,Not-in-family,White,Female,None,None,24,United-States,LessThan50K
39,Self-Employed,HS-grad,Married,White-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
43,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,Low,50,United-States,LessThan50K
35,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,45,United-States,LessThan50K
29,Private,Dropout,Never-Married,White-Collar,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
76,Self-Employed,Masters,Married,Blue-Collar,Husband,White,Male,None,None,10,United-States,LessThan50K
63,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,LessThan50K
43,Private,HS-Graduate,Married,Professional,Wife,White,Female,None,Low,50,United-States,GreaterThan50K
58,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
66,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,Low,None,55,United-States,LessThan50K
41,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,Black,Male,None,None,45,United-States,LessThan50K
26,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
47,Private,Associates,Never-Married,Service,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
55,Other-Govt,Dropout,Married,Admin,Husband,White,Male,None,None,40,United-States,LessThan50K
53,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
17,Private,Dropout,Never-Married,Service,Other-relative,White,Male,None,None,48,Latin-America,LessThan50K
30,Private,HS-grad,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,40,United-States,LessThan50K
49,Private,Masters,Never-Married,Professional,Not-in-family,White,Male,None,None,60,United-States,LessThan50K
19,Private,HS-grad,Never-Married,Sales,Unmarried,Black,Male,None,None,30,Latin-America,LessThan50K
45,Private,HS-grad,Married,Service,Husband,Black,Male,None,None,40,United-States,LessThan50K
26,Private,Associates,Never-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
38,Private,Associates,Married,Blue-Collar,Husband,White,Male,Low,None,40,United-States,GreaterThan50K
36,Other-Govt,HS-grad,Married,Other-Occupations,Husband,White,Male,Low,None,40,United-States,GreaterThan50K
33,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,20,United-States,LessThan50K
22,Other-Govt,HS-Graduate,Never-Married,Other-Occupations,Own-child,Black,Female,None,None,40,United-States,LessThan50K
43,Self-Employed,Bachelors,Never-Married,Sales,Not-in-family,White,Male,None,None,42,United-States,LessThan50K
56,Private,Associates,Not-Married,Service,Not-in-family,White,Male,None,None,25,Other,LessThan50K
31,Private,Bachelors,Never-Married,Professional,Own-child,White,Male,None,None,25,United-States,LessThan50K
33,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
26,Private,HS-grad,Married,Service,Husband,White,Male,None,None,40,United-States,LessThan50K
33,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
46,Other-Govt,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,30,United-States,LessThan50K
38,Federal-Govt,HS-grad,Married,Admin,Husband,White,Male,None,None,40,United-States,GreaterThan50K
65,Private,Dropout,Widowed,Service,Unmarried,Other,Male,None,None,40,United-States,LessThan50K
40,Private,Associates,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,GreaterThan50K
42,Private,HS-grad,Married,Admin,Wife,White,Female,None,None,35,United-States,LessThan50K
26,Self-Employed,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,Euro_2,LessThan50K
36,Private,Dropout,Married,Service,Wife,White,Female,None,None,24,United-States,LessThan50K
62,Private,Masters,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
43,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,LessThan50K
43,Private,Bachelors,Not-Married,White-Collar,Not-in-family,White,Male,None,Low,45,United-States,GreaterThan50K
22,Private,HS-grad,Not-Married,Sales,Not-in-family,White,Male,None,None,55,United-States,LessThan50K
28,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
56,Self-Employed,HS-Graduate,Married,Sales,Husband,White,Male,None,None,45,United-States,LessThan50K
22,Private,Associates,Never-Married,Sales,Not-in-family,White,Female,None,None,15,United-States,LessThan50K
57,Private,Bachelors,Not-Married,White-Collar,Not-in-family,White,Female,None,None,45,United-States,GreaterThan50K
39,Private,HS-grad,Not-Married,Sales,Unmarried,White,Female,None,None,40,United-States,LessThan50K
26,Federal-Govt,HS-Graduate,Never-Married,Admin,Unmarried,White,Female,None,None,15,United-States,LessThan50K
17,Private,Dropout,Never-Married,Service,Own-child,White,Male,None,None,10,United-States,LessThan50K
40,Other-Govt,Associates,Married,Blue-Collar,Husband,White,Male,None,None,38,United-States,GreaterThan50K
45,Private,HS-grad,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,LessThan50K
44,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,Black,Male,None,None,40,United-States,LessThan50K
20,Other-Govt,HS-Graduate,Never-Married,Admin,Own-child,White,Female,None,None,10,United-States,LessThan50K
33,Private,HS-grad,Married,Blue-Collar,Wife,White,Female,None,None,40,United-States,LessThan50K
23,Private,HS-Graduate,Never-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
46,Self-Employed,Masters,Not-Married,White-Collar,Not-in-family,White,Male,None,None,30,United-States,LessThan50K
38,Private,HS-grad,Married,Sales,Husband,White,Male,None,None,50,United-States,LessThan50K
54,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
46,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Female,None,High,45,United-States,LessThan50K
25,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
46,Private,HS-Graduate,Not-Married,Sales,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
36,Other-Govt,HS-Graduate,Married,Blue-Collar,Wife,White,Female,None,None,40,United-States,LessThan50K
23,Private,HS-grad,Never-Married,Service,Not-in-family,White,Female,None,None,25,United-States,LessThan50K
29,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
44,Private,HS-Graduate,Married,Admin,Wife,White,Female,None,High,6,United-States,GreaterThan50K
19,Private,HS-Graduate,Never-Married,Admin,Own-child,White,Female,None,None,16,United-States,LessThan50K
19,Private,HS-grad,Never-Married,Service,Other-relative,White,Female,None,None,40,United-States,LessThan50K
35,Private,HS-grad,Married,Service,Wife,White,Female,None,None,40,United-States,GreaterThan50K
27,Private,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,50,United-States,LessThan50K
46,Self-Employed,Associates,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
34,Private,HS-grad,Never-Married,Service,Not-in-family,White,Female,None,None,35,United-States,LessThan50K
44,Private,HS-Graduate,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,LessThan50K
45,Private,HS-Graduate,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,40,United-States,LessThan50K
25,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,55,United-States,GreaterThan50K
52,Self-Employed,Bachelors,Married,White-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
20,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
28,Private,HS-Graduate,Never-Married,Service,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
50,Other-Govt,Bachelors,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,GreaterThan50K
34,Private,Associates,Not-Married,Other-Occupations,Not-in-family,White,Female,None,None,64,United-States,LessThan50K
28,Private,Dropout,Married,Blue-Collar,Husband,Other,Male,None,High,40,Latin-America,LessThan50K
41,Private,Masters,Married,White-Collar,Husband,White,Male,None,High,65,United-States,GreaterThan50K
28,Private,HS-grad,Married,Admin,Husband,White,Male,None,None,40,United-States,LessThan50K
46,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,25,United-States,LessThan50K
32,Private,HS-Graduate,Married,White-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
41,Other-Govt,HS-Graduate,Not-Married,Service,Not-in-family,Black,Female,None,None,24,United-States,LessThan50K
24,Private,HS-grad,Never-Married,Blue-Collar,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
33,Private,HS-Graduate,Not-Married,White-Collar,Unmarried,White,Female,None,None,40,United-States,LessThan50K
46,Private,Doctorate,Married,White-Collar,Husband,White,Male,High,None,60,United-States,GreaterThan50K
31,Other-Govt,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
35,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,50,United-States,GreaterThan50K
52,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,Latin-America,LessThan50K
30,Private,Dropout,Never-Married,Service,Own-child,White,Female,None,None,19,United-States,LessThan50K
34,Other-Govt,Dropout,Not-Married,Blue-Collar,Not-in-family,Black,Male,None,None,40,United-States,LessThan50K
34,Other-Govt,HS-grad,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,40,United-States,LessThan50K
20,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,30,United-States,LessThan50K
17,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,Low,None,18,United-States,LessThan50K
32,Other-Govt,Bachelors,Married,White-Collar,Wife,White,Female,None,None,40,United-States,GreaterThan50K
29,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
33,Private,Dropout,Never-Married,Blue-Collar,Unmarried,White,Female,None,None,35,United-States,LessThan50K
25,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,60,United-States,LessThan50K
36,Federal-Govt,Masters,Never-Married,Professional,Not-in-family,White,Male,None,Low,40,United-States,LessThan50K
23,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,72,Latin-America,LessThan50K
63,Self-Employed,HS-grad,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
47,Other-Govt,Masters,Married,Professional,Husband,White,Male,None,None,40,United-States,LessThan50K
40,Self-Employed,Bachelors,Not-Married,Professional,Not-in-family,White,Female,Low,None,40,United-States,LessThan50K
30,Private,Associates,Married,Service,Wife,White,Female,None,None,25,United-States,GreaterThan50K
27,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,Asian,Male,None,High,40,SE-Asia,LessThan50K
33,Private,Masters,Married,Professional,Husband,White,Male,None,None,50,United-States,GreaterThan50K
34,Other-Govt,HS-grad,Never-Married,Blue-Collar,Not-in-family,Black,Male,Low,None,60,United-States,LessThan50K
34,Other-Govt,HS-Graduate,Never-Married,Other-Occupations,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
23,Private,HS-Graduate,Married,Admin,Husband,White,Male,None,None,40,United-States,LessThan50K
42,Other-Govt,HS-Graduate,Married,Admin,Wife,White,Female,None,None,40,United-States,LessThan50K
29,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
45,Private,HS-grad,Not-Married,Admin,Not-in-family,White,Female,None,None,28,United-States,LessThan50K
24,Federal-Govt,HS-grad,Never-Married,Military,Own-child,White,Male,None,None,40,United-States,LessThan50K
44,Private,HS-Graduate,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
27,Private,Dropout,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,40,Latin-America,LessThan50K
20,Private,HS-Graduate,Never-Married,Sales,Not-in-family,White,Male,None,None,35,United-States,LessThan50K
44,Private,HS-grad,Widowed,White-Collar,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
51,Private,HS-grad,Married,Blue-Collar,Husband,Amer-Indian,Male,None,None,40,United-States,LessThan50K
20,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
19,Private,HS-grad,Never-Married,Blue-Collar,Own-child,Black,Female,None,None,40,United-States,LessThan50K
45,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,55,United-States,GreaterThan50K
60,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
44,Self-Employed,HS-grad,Married,Sales,Wife,White,Female,None,None,40,United-States,GreaterThan50K
40,Private,Associates,Married,Blue-Collar,Husband,Asian,Male,None,None,40,United-States,GreaterThan50K
30,Private,HS-grad,Married,White-Collar,Wife,White,Female,None,None,40,United-States,LessThan50K
38,Private,HS-Graduate,Married,Blue-Collar,Husband,Black,Male,None,None,50,United-States,LessThan50K
23,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,60,United-States,LessThan50K
44,Private,Associates,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
54,Other-Govt,HS-grad,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,LessThan50K
32,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,50,United-States,LessThan50K
50,Private,Dropout,Not-Married,Blue-Collar,Unmarried,White,Male,None,None,40,United-States,LessThan50K
24,Private,Bachelors,Never-Married,Other-Occupations,Not-in-family,White,Female,None,None,20,United-States,LessThan50K
